baris_exhibit1a,status_doc547,source_id,sumber_kerja,catatan
215,BELUM_TERPETAKAN,SRC-001,Document 547 Galloway.md,"AMBIGU_JUMLAH_PESAN"
216,BELUM_TERPETAKAN,SRC-001,Document 547 Galloway.md,"AMBIGU_JUMLAH_PESAN"
217,BELUM_TERPETAKAN,SRC-001,Document 547 Galloway.md,"AMBIGU_JUMLAH_PESAN"
218,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
219,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
220,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
221,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
222,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
223,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
224,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
225,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
226,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
227,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
228,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
229,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
230,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
231,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
232,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
233,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
234,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
235,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
236,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
237,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
238,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
239,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
240,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
241,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
242,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
243,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
244,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
245,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
246,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
247,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
248,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
249,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
250,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
251,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
252,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
253,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
254,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
255,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
256,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
257,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
258,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
259,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
260,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
261,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
262,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
263,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
264,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
265,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
266,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
267,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
268,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
269,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
270,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
271,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
272,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
273,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
274,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
275,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
276,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
277,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
278,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
279,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
280,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
281,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
282,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
283,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
284,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
285,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
286,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
287,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
288,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
289,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
290,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
291,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
292,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
293,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
294,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
295,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
296,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
297,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
298,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
299,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
300,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
301,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
302,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
303,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
304,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
305,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
306,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
307,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
308,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
309,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
310,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
311,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
312,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
313,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
314,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
315,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
316,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
317,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
318,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
319,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
320,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
321,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
322,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
323,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
324,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
325,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
326,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
327,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
328,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
329,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
330,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
331,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
332,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
333,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
334,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
335,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
336,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
337,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
338,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
339,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
340,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
341,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
342,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
343,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
344,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
345,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
346,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
347,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
348,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
349,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
350,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
351,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
352,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
353,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
354,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
355,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
356,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
357,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
358,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
359,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
360,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
361,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
362,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
363,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
364,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
365,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
366,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
367,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
368,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
369,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
370,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
371,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
372,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
373,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
374,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
375,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
376,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
377,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
378,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
379,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
380,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
381,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
382,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
383,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
384,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
385,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
386,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
387,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
388,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
389,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
390,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
391,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
392,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
393,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
394,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
395,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
396,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
397,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
398,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
399,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
400,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
401,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
402,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
403,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
404,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
405,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
406,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
407,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
408,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
409,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
410,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
411,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
412,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
413,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
414,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
415,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
416,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
417,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
418,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
419,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
420,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
421,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
422,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
423,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
424,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
425,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
426,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
427,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
428,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
429,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
